607840056;Leticia;Cortes;Rueda;F;C;04/11/1998
408700765;Pablo;Domingues;Barahona;M;C;24/06/1986
405050118;Mauricio;Alvarado;Madrigal;F;D;28/04/1960
503100890;Victoria;Blanco;Herrera;M;S;18/02/1999
500320826;SofÃ­a;Almengor;Duarte;F;V;29/01/1976
706920439;Arturo;Solano;Warren;M;U;26/06/2017
407340007;Jessica;Aguilera;Sanchez;M;V;02/02/1985
504390368;Homero;MarÃ­n;Vindas;M;V;31/12/1965
202950125;Gerardo;Alfaro;Blanco;F;U;06/09/1965
402160094;VerÃ³nica;Peraza;Castro;F;S;28/08/2000
707740261;Ana;Salas;Torres;M;V;29/07/1973
204540912;Marianela;AcÃ³n;Walker;M;S;24/02/2018
506560886;Cindy;Elizondo;Quiroga;M;D;07/07/1967
306720978;YehÃºdi;Brenes;Wong;F;U;30/03/1981
107740627;Franklin;Villanueva;Manzanares;M;V;24/09/1973
706510852;Giovanna;Padilla;Alfaro;F;D;05/08/1982
507720609;Bruno;Blanco;UreÃ±a;M;U;28/07/2005
508030513;Eduardo;Elizondo;Cerdas;F;U;30/04/1970
501470005;Karla;Pomares;Abarca;F;U;21/11/2009
405030141;Alvaro;ChavarrÃ­a;Villagra;M;V;08/08/1986
509950489;Marcos;Angulo;GonzÃ¡lez;M;C;19/10/2006
401580402;Romel;Almengor;Cubillo;M;V;10/07/2006
600410498;Pedro;Talavera;Wright;M;C;27/10/1978
500570501;Kendrick;Mendez;Alvares;M;D;22/08/1963
508460048;Berta;Conejo;Paniagua;M;S;14/07/2016
600670964;Zaida;Tenorio;Varela;F;D;07/06/1996
503610255;Wilfrido;Caballero;Infante;M;C;14/07/1973
208780098;Ever;Echandi;Rivera;F;D;21/06/1996
601740762;Yurielka;Murillo;Arias;F;D;06/06/2000
400150689;Samuel;Sanchez;Matarrita;M;C;16/12/1963
406100718;Cecilia;Padilla;Cordero;F;D;26/11/1988
504870486;EfraÃ­n;Ibarra;Fuentes;M;C;30/03/1983
504220791;Nora;Aguilar;LeitÃ³n;M;S;06/07/1964
208350703;Santiago;Sanchez;Zarate;F;D;18/01/1964
607210028;Estiven;Talavera;JaÃ©n;M;V;14/08/1976
204420344;Odir;Ulloa;Fajardo;F;U;13/09/2001
101020115;Irma;ChÃ¡ves;Vindas;M;S;01/06/1991
500060103;Mauricio;Matarrita;Trujillo;F;U;22/03/1971
402400075;Isidro;Lara;Ruiz;F;C;06/11/1978
200350252;Clemencia;Manzanares;DÃ­az;M;S;11/11/1995
105830391;Diana;AragÃ³n;Barahona;M;V;20/08/2017
405970813;Humberto;OrdoÃ±ez;Cubillo;M;C;24/04/1968
402860005;EfraÃ­n;Aguilar;Wade;M;V;19/07/1995
703300513;Cesar;Castro;Urbina;F;V;05/01/1993
509820583;Ricardo;Walters;Fournier;F;V;21/03/1962
600870586;Arelys;Cordero;Hurtado;M;D;14/03/1966
708150220;RosalÃ­a;Hidalgo;Reyes;F;C;02/12/2003
600930112;Gabriela;AragÃ³n;Sanchez;M;D;13/01/1995
300090466;Gabriel;Quesada;Duarte;M;C;25/03/1974
400850521;Cristal;Valdez;Picado;M;C;27/03/1968
404140192;Yuri;Aguirre;Warren;M;C;23/02/1996
504570369;Wendy;Pomares;Infante;M;V;28/10/1971
500880617;Sonia;Naranjo;Artiaga;M;C;28/04/1960
207410216;Walter;Valdez;Ocampo;F;V;27/05/1961
102090765;Estiven;Nicolas;VizcaÃ­no;M;S;14/03/2014
708150792;Cristobal;Fuentes;Tenorio;M;D;23/12/2007
105270693;Antonio;Ward;Matarrita;F;V;06/11/2009
704870518;Jairo;Lamas;Mena;M;S;03/01/1969
105810762;Sergio;Naranjo;Peraza;F;D;04/05/2018
105670769;Kevin;Wells;Quintana;M;C;17/01/1973
704060425;Bianka;LeitÃ³n;VizcaÃ­no;F;V;07/01/1984
403190623;Diego;Waltz;Flores;F;C;06/01/1990
709730497;Luis;Conejo;Brenes;F;U;23/02/1995
603810540;Aldo;Castro;Peraza;F;V;26/10/1974
404910491;Walter;Acevedo;Fajardo;M;V;08/07/1976
706060618;Denis;JuÃ¡rez;AcÃ³n;F;U;22/11/1998
403580859;Marcos;Varela;Vallejo;F;C;04/01/2000
408000106;Tonny;Palma;Matamoros;F;V;14/08/1970
205070710;Gabriela;Quintana;Vindas;M;C;13/02/2014
303760240;Esteban;CÃ³rdoba;De la O;M;D;14/11/2006
105100554;Yenori;Hurtado;Molina;F;C;04/02/2013
502220289;Katerina;Labrador;Conejo;M;C;08/06/1970
207720557;Alicia;Fuentes;Zarate;M;V;12/06/2016
509780602;Francisco;Sequeira;BolaÃ±os;M;D;27/03/1998
408580492;Jael;Ochoa;Valencia;M;D;21/04/2008
701090741;Vilma;Vega;Cambronero;F;V;05/10/1990
101130193;Cristobal;Quintanilla;Zarate;M;S;15/11/2014
703010790;Roberto;Quiroga;Esquivel;M;C;13/06/1967
708790070;Doris;DÃ­az;Padilla;M;S;17/06/2013
604780608;Valeria;Domingues;Vallejo;M;U;13/01/2012
508190402;Ariela;Varela;Alvares;F;S;15/03/1992
401450184;Hector;Blandon;Infante;M;D;01/12/2001
505170265;Nuria;Bermudez;Izaguirre;F;V;29/03/1965
708570807;Isac;Aguilera;Cerdas;F;U;04/01/2004
504320223;TobÃ­as;Cubillo;Bermudez;M;V;12/11/1990
309510287;Priscila;Castro;Bonilla;M;V;31/04/1970
705350509;Tatiana;Wheeler;Hurtado;M;V;14/05/1980
602120445;ZacarÃ­as;Alvares;Sibaja;M;V;19/12/1960
504450163;Pedro;SanabrÃ­a;DÃ­az;F;S;03/09/1984
502780817;Nazaret;Warren;OrdoÃ±ez;M;U;16/07/2007
704770920;Bianka;Vega;Brenes;F;S;25/01/1990
304830388;Eduardo;Araya;Villagra;F;D;02/09/2000
407220105;Kamila;JaÃ©n;Duarte;M;S;18/05/1986
501920945;Ricardo;Valdez;Sibaja;M;U;11/06/2018
708360691;Isac;Duarte;JuÃ¡rez;F;S;16/12/1980
203120197;Andrey;Hidalgo;ChavarrÃ­a;F;C;17/03/1994
107040751;Indira;Vargas;Castro;M;V;08/01/2000
703820292;Anete;Ruiz;SÃ¡enz;F;S;07/03/1970
107010103;Ricardo;Ward;Parra;F;V;29/06/1988
200550721;Ernesto;Fuentes;Arias;M;D;06/09/1979
208990948;TeodÃ³ro;Ibarra;Cubillo;M;S;01/10/1984
102680159;Gabriela;Picado;Pizarro;F;S;23/04/2002
704570109;Fernanda;Valdez;Pomares;F;S;25/09/1992
501370620;Rosa;Cordero;Almengor;F;V;25/03/1997
303260609;Leopoldo;Mendez;Fournier;M;C;04/07/1992
603390779;Baltazar;ChavarrÃ­a;Zumbado;F;D;07/10/1962
100850537;Olga;Iglesias;Palacios;F;D;09/07/2018
603510404;Kenyi;Quintanilla;Sancho;M;U;21/02/1960
204880412;Kamila;Apuy;Urbina;F;V;05/06/1991
700780971;Victoria;Castro;Rueda;F;D;18/11/1996
204860636;Fernanda;SanabrÃ­a;Alfaro;F;D;19/06/1994
606050056;German;Artiaga;Reyes;M;U;16/09/1998
506070418;Denis;Flores;Artiaga;M;V;29/02/1964
408660108;Vilma;Campos;AcÃ³n;F;U;04/04/1998
202580491;Ingrid;Ibarra;Trujillo;M;C;25/04/1988
501070697;YehÃºdi;Madrigal;Quiroga;M;C;24/10/1961
401500534;Nestor;Cubillo;Nicolas;F;U;23/12/2003
407660071;Daniel;Ibarra;Redondo;F;S;22/11/1963
704790652;Catalina;White;Ocampo;M;U;31/03/2013
109790766;Boris;Ugarte;Ocampo;M;U;15/09/1998
302970414;Baltazar;Reyes;Flores;M;U;06/05/1983
403450026;Isidro;Aguilar;ObregÃ³n;F;V;14/07/1966
709310632;Yurielka;Manzanares;Mendoza;F;V;07/06/1993
606760339;Yenori;Valencia;Hidalgo;M;S;13/06/2007
609420478;Uriel;GambÃ³a;Huertas;F;D;16/09/1993
401730779;Jessica;Aguero;Fuentes;M;D;07/12/1962
606090642;Esgardo;Sancho;Vega;F;S;15/04/2014
706460436;Ãšrsula;Conejo;UreÃ±a;F;C;15/01/1967
603100968;Tania;Pizarro;Wright;M;D;19/01/1980
309580207;Ariana;Blandon;Murillo;M;C;24/03/2008
604560788;Yenori;Conejo;Con;F;S;18/08/1997
401120745;Debora;Vindas;Molina;M;U;13/12/2016
502200553;Miguel;Rivera;Manzanares;F;C;15/01/1983
202780917;Berta;Molinares;Waltz;F;S;04/02/2002
104020528;Mauren;Varela;Vargas;F;C;06/03/1981
609110921;Carmen;Paniagua;Redondo;M;V;06/01/1991
302480940;Carlos;Blandon;Talavera;M;V;02/07/1960
307360707;Adriana;Trujillo;Rueda;F;V;06/11/1967
402520030;Pablo;Ulloa;DÃ­az;M;V;22/08/2005
708250811;Eduardo;CÃ©spedes;Espinoza;F;V;24/12/2001
200850748;Clemencia;Ward;Valencia;M;D;25/06/2013
304880001;Debora;NuÃ±ez;Tenorio;M;V;28/09/2005
507080439;Samuel;LÃ­;Zarate;F;U;07/03/1965
706270037;Kendry;SaborÃ­o;Molinares;F;S;15/12/1997
403310800;Braulio;Wright;Pizarro;M;C;29/03/2004
304950935;Bryan;Roldan;Villalobos;M;U;12/11/1984
101820063;Miguel;ObregÃ³n;Castro;F;D;24/04/2012
603660204;Paula;Alvarado;LÃ³pez;F;D;22/09/1983
404270595;Braylin;SÃ¡enz;Ward;F;U;17/09/1980
702920630;Mauricio;Quintanilla;Cascante;F;D;18/09/1962
605090807;Wilgem;Soto;Cernas;F;V;10/10/2015
207050278;Olivier;Navas;Fonseca;F;V;05/07/1975
103190063;Santos;Cubillo;Monestel;M;V;08/09/1995
500800040;Damaris;Fuentes;Cortes;F;C;13/10/2015
306170245;Cristobal;Fajardo;Talavera;M;U;23/10/1997
502780383;Ximena;Flores;Molinares;M;C;11/02/1973
108630158;Gabriel;Elizondo;Campos;F;U;13/06/1985
408290871;Alicia;DÃ­az;Valdez;F;U;23/08/1974
108460226;Alejandro;FernÃ¡ndez;Zarate;F;C;15/06/1980
703610003;Doris;Cascante;Herrera;F;V;10/02/1992
503490928;Boris;Waltz;Wright;M;D;07/08/2006
103330659;Kendrick;FernÃ¡ndez;Carranza;F;V;28/12/1993
106070300;Aurora;SanabrÃ­a;Wheeler;M;C;06/07/1972
306560311;Tatiana;UreÃ±a;Abarca;F;U;23/01/2011
504390545;Rebeca;Barahona;Fuentes;M;V;30/06/2012
600130321;Yenori;Solano;SÃ¡enz;F;D;25/03/2015
608690916;Ileana;CÃ©spedes;Valdez;M;C;26/10/1977
708240721;Hugo;JaÃ©n;Ballesteros;M;V;14/12/1982
702470111;Debora;Roldan;Vega;M;C;31/09/1993
107300986;IsaÃ­as;BolaÃ±os;Izaguirre;F;C;06/01/1995
207370243;Kendrick;Warren;Parra;F;D;15/09/1975
302230484;Cristal;Fuentes;Warren;M;U;17/08/1977
109770200;Kendry;Matarrita;LeitÃ³n;F;D;01/05/2011
309770219;Ignacio;Ulloa;Ochoa;F;V;09/11/2006
206220015;Samiel;Villanueva;JaÃ©n;M;D;03/05/1970
403750284;Zoraida;DÃ­az;Brenes;F;S;17/12/1982
503920418;Ximena;Cascante;Fuentes;F;D;21/09/1966
201790152;Edu;Bonilla;Abarca;F;D;25/12/1972
207580054;Jesenia;SanabrÃ­a;Mendoza;F;D;12/11/1992
603420034;Kendry;Carranza;Navas;M;D;03/03/2006
405560699;Nidia;Molinares;Williams;M;V;21/06/1989
106550998;Irma;VizcaÃ­no;Hurtado;F;V;15/03/1961
104910737;Vernon;LÃ­;Blandon;F;C;20/10/1989
408170311;Jorge;Urbina;BolaÃ±os;F;D;19/12/1963
106410826;Yurielka;Sanchez;Roldan;F;D;03/01/1986
507220855;Licet;LÃ­;EstupiÃ±an;F;U;21/08/1966
402780022;Roberto;Varela;Quintanilla;M;D;07/01/1982
104890398;Ever;LeitÃ³n;IbanÃ©z;M;D;19/06/2015
105710670;Elizabeth;Pizarro;Naranjo;M;U;08/12/1987
609760542;Samiel;BolaÃ±os;Galan;M;C;19/03/1965
105040233;Alejandro;Izaguirre;ChÃ¡ves;F;S;14/02/2008
605240461;Gerardo;HernÃ¡ndez;HernÃ¡ndez;M;S;22/11/1985
504570102;Ernesto;Noguera;Sibaja;F;S;02/10/1985
506260342;Ariel;Quiroga;Domingues;M;U;13/05/2018
409260966;Priscila;Castro;Cubero;M;U;03/07/1990
407060673;Kenyi;Warren;Galan;M;V;28/10/1983
508020640;Deisi;Quintanilla;Talavera;M;S;08/12/1963
701000174;Boris;Fuentes;Bonilla;M;S;17/10/1992
503660011;Sabrina;Picado;Mata;M;U;10/11/2012
309570647;Deisi;Fajardo;EstupiÃ±an;M;C;05/05/2014
300060879;Clemencia;Aguilar;Fuentes;F;D;08/10/1987
700990345;Hilda;Tijerino;Warren;M;S;18/12/2018
205950087;Paola;Sanchez;GarcÃ­a;M;U;17/04/1965
606520328;Elsa;Rodriguez;Quintero;M;S;30/06/2018
509510822;Valeska;QuirÃ³s;Ojeda;F;D;28/03/1968
107070400;Mario;Gaitan;Tenorio;M;S;19/07/1971
502240237;SofonÃ­as;Araya;CÃ³rdoba;F;D;30/04/1979
109760906;Doris;Tenorio;LeitÃ³n;F;S;11/01/1977
306080511;Pedro;Padilla;Cordero;F;U;08/09/1969
400070522;Beverly;Vargas;CÃ©spedes;F;D;06/07/2018
703430557;Hellen;DurÃ¡n;Con;F;C;11/06/1962
702190364;Simey;Parra;Con;M;D;28/05/1981
707610149;Huberth;Cascante;DÃ­az;M;D;28/03/2004
400660006;Xavier;Brenes;Almengor;F;S;08/11/1989
608290650;Kenneth;Quintero;Mora;M;S;13/11/2011
408070428;Deisi;QuirÃ³s;Con;F;C;08/12/1993
401840795;Alejandro;Barboza;White;M;V;10/08/2008
302230294;Bruno;Cascante;Palma;M;D;31/08/1995
702910596;Lady;Abarca;Walters;M;D;02/05/1985
400980344;Bernarda;Herrera;ChÃ¡ves;F;D;15/07/1987
105430652;Zoe;Valencia;Ballesteros;M;D;01/11/1999
304610553;MÃ³nica;GarcÃ­a;Picado;M;V;16/07/2018
302560006;Patricia;Ugarte;Quiroga;F;D;18/04/2005
206120200;Katia;Alvarado;Roldan;F;U;17/06/1978
600260568;Gerardo;Soto;Bermudez;M;D;25/02/1963
302610600;Catalina;Cascante;JaÃ©n;F;V;13/12/1987
502290249;Sharon;AcÃ³n;Rueda;F;V;09/06/1989
708110522;SofÃ­a;Villegas;Vargas;M;D;29/03/2001
708530032;Gabriela;Hidalgo;Waltz;M;V;21/01/2009
708880168;Olger;Parra;Lamas;M;D;11/02/2004
302300194;Armando;Ojeda;Arias;M;S;06/10/1986
401190988;Tania;Matarrita;Noguera;F;C;03/01/2009
401350686;Andrea;Walker;Esquivel;F;U;21/07/2017
505460144;Tania;Lagos;Conejo;M;U;02/11/2013
507540327;Ulises;Angulo;Matamoros;F;D;14/09/2017
506480192;Damaris;Picado;Watson;F;D;24/06/1972
307100503;Rosaura;FernÃ¡ndez;Palacios;M;C;05/09/1988
504310027;SofÃ­a;Aguero;Quintana;F;S;26/12/2003
309610999;Hellen;Quintana;Vallejo;F;D;24/10/2005
104760587;Olivier;Fuentes;NuÃ±ez;M;S;25/01/1970
202390319;Kamila;Duarte;Zarate;M;V;25/05/1986
405950206;Vernon;Alvarado;Ibarra;M;S;11/04/1963
102920222;Norman;Fuentes;FernÃ¡ndez;M;S;26/01/2010
302220625;Esgardo;Caballero;Sibaja;F;V;06/03/1968
302580423;Nestor;Ulloa;Arias;M;S;18/01/1990
201560864;Wilfrido;Molinares;Herrera;M;S;11/11/1961
201470778;Licet;Rueda;IbanÃ©z;F;S;23/02/2005
108270944;Susana;Palma;Watson;F;S;30/11/1981
107340586;Elizabeth;Ochoa;OrdoÃ±ez;M;S;08/02/2009
702320258;Santos;Palacios;Fonseca;M;D;11/02/1963
307700325;Santiago;Vargas;Cordero;F;U;10/08/1979
108660356;Fran;Madrigal;Matarrita;F;C;21/08/1987
106060821;Clemencia;Brenes;Naranjo;M;S;25/01/2016
304620475;Danilo;Esquivel;Infante;M;U;11/02/1965
501370866;MÃ³nica;Palacios;JuÃ¡rez;M;S;05/01/2002
507400974;Homero;AcÃ³n;Esquivel;M;S;05/06/2001
707300067;Braulio;Mena;Vallejo;M;U;25/06/2013
108010384;Yenori;Perez;Cerdas;F;C;13/11/2013
400120576;Lorenzo;Tenorio;Aguilera;M;V;19/02/1974
308460613;Lorena;Noguera;Barahona;M;U;08/10/2003
607050961;Bryan;LÃ³pez;Blanco;M;C;07/02/2002
401660097;Braulio;Ibarra;Cambronero;F;U;21/03/1967
708220351;Carmen;Arias;Wheeler;M;S;23/08/2006
206120313;German;Alvarado;LÃ­;F;C;14/04/1977
506630133;Bruno;Cascante;Talavera;F;C;30/06/1965
709480427;Esteban;Watson;Madrigal;M;D;07/02/1980
305860172;Berta;NuÃ±ez;Ugalde;M;S;09/09/1995
406330977;Cecilia;UreÃ±a;Izaguirre;F;S;31/01/2003
406360247;Julio;Cordero;De la O;F;D;03/08/1989
305410520;Sabrina;Perez;JuÃ¡rez;F;D;28/10/1995
405660022;Nazaret;De la O;Aguilera;M;C;08/04/1975
103190285;Damaris;Peraza;FernÃ¡ndez;F;C;06/07/1970
102380137;Hellen;Carranza;Tijerino;M;V;15/02/1988
507230043;Alicia;Zarate;Aguero;F;D;22/06/2016
705300516;Camilo;Arias;Watson;M;C;30/05/1962
407530280;Hector;Quiroga;Vega;M;U;27/10/2015
504270378;Esgardo;Lagos;Cerdas;F;D;14/01/2008
604210641;YehÃºdi;Reyes;Villalobos;F;V;23/03/1995
100140356;Ofelia;Escalante;Palacios;F;S;18/11/2018
503670921;Bernarda;QuirÃ³s;MarÃ­n;M;S;06/08/2012
205580203;LucÃ­a;Mendez;Alfaro;F;S;11/10/1962
102330672;Cristobal;Tenorio;UreÃ±a;F;S;30/10/2009
307500920;Cristina;Navas;Bermudez;M;U;17/02/1982
406480039;Beatriz;LÃ­;Campos;F;S;19/03/1984
601500764;Joyce;Cabalceta;Watson;M;S;17/07/1969
306310469;Indira;BolaÃ±os;Herrera;M;V;05/10/2008
200890892;Juana;Esquivel;RamÃ­rez;F;D;15/02/1999
200220397;Lorenzo;Jerez;Villanueva;F;S;23/07/1961
400590595;Santos;Infante;Cubillo;M;V;01/11/2010
709430033;Ãšrsula;Lagos;Villanueva;M;S;13/02/2012
409420263;Osvaldo;Abarca;Elizondo;M;C;05/12/1981
506900802;Valeska;Angulo;DÃ­az;F;U;11/10/2016
500890379;Yvone;Villalobos;Rodriguez;M;U;26/10/2010
204350175;Wilberth;Monestel;Artiaga;M;S;28/09/1970
303570055;Adriana;Cambronero;ChÃ¡ves;M;V;31/04/2014
102800420;Naomi;ChÃ¡ves;Escalante;F;S;07/05/1967
607590566;Irma;NuÃ±ez;Esquivel;F;U;31/08/1973
301200615;Wendy;Walker;Elizondo;F;S;24/04/1988
107910135;Berta;Rodriguez;JuÃ¡rez;F;C;24/12/1980
107080476;Marcos;Mena;Rueda;M;C;05/10/1965
300000837;Braylin;Aguirre;SaborÃ­o;M;C;23/09/1967
406020086;Braylin;Ojeda;Ugarte;F;S;17/08/1981
603640639;Hugo;Ugalde;Padilla;F;U;28/06/1991
307800027;Yirlania;Rueda;Izaguirre;M;C;12/12/2013
608420183;Eneida;Mendez;Almengor;F;S;10/04/1968
508260098;Romel;Aguirre;Sanchez;F;V;16/07/1975
301280481;Anete;Quintana;Ocampo;M;S;17/07/1978
205910738;Ivania;Fajardo;Ward;M;U;28/04/1999
703290989;Irma;Villalobos;Barahona;M;D;11/03/1996
502740043;Jessica;JÃ¡camo;SÃ¡enz;M;U;09/12/2014
706270224;Danilo;Vindas;Cambronero;F;S;23/08/2000
303660084;Homero;Caballero;Fournier;M;S;19/06/1960
403150803;Braulio;Blandon;Conejo;M;D;05/11/2014
300250221;RosalÃ­a;Williams;Parra;M;C;30/05/1984
202200934;Baltazar;Escalante;Tijerino;F;U;06/05/2012
604060052;Katerina;Huertas;DÃ­az;M;S;24/01/1978
703910260;Federico;Ballesteros;Bonilla;M;C;30/05/2011
505740922;RosalÃ­a;De la O;Arias;F;C;28/01/2009
408000252;Merlina;Vega;Mata;F;D;23/10/2015
704810450;Eneida;Ruiz;Waltz;M;V;27/06/1960
203380470;Lorenzo;MarÃ­n;GonzÃ¡lez;F;S;03/10/1965
701560556;Wenceslao;Urbina;Torres;F;U;18/12/1994
204550614;Aurora;Paniagua;JuÃ¡rez;F;U;07/01/2010
603440964;Arturo;Angulo;Labrador;F;C;28/07/2005
207250809;Yurielka;Redondo;Ibarra;M;U;04/11/2006
609090216;Miguel;MarÃ­n;GonzÃ¡lez;M;C;12/05/1984
605670444;Karla;Vega;Galan;F;S;08/04/2001
403250735;Damaris;Valencia;Con;F;V;11/08/1973
602870839;Graciela;Zamora;Villagra;F;D;22/06/1984
406160759;TeodÃ³ro;Ruiz;Barrantes;F;U;20/01/1994
506320857;Hugo;Murillo;Talavera;F;D;03/10/1981
202500694;Hellen;Manzanares;Fournier;F;V;25/12/2009
202140464;Alicia;Campos;Araya;M;D;18/07/1964
704850783;Walter;Cubero;Cerdas;F;U;06/10/1976
603180717;Karen;Echandi;Varela;M;C;19/03/2004
308950797;Ariana;Cabalceta;Quintero;F;C;26/01/1982
708080152;Franklin;Gaitan;Cortes;F;C;12/02/1996
601820959;Saul;Peraza;Urbina;M;S;16/01/1987
402910226;Mercedes;Alvarado;Varela;F;D;18/12/2007
603990993;Ever;Naranjo;Mendez;M;D;22/02/1981
401830780;Ignacio;DÃ­az;Hidalgo;M;S;09/09/1984
308920403;Indira;Pomares;Abarca;M;V;09/08/1989
309010625;Jael;Cruz;Navas;M;U;19/08/1963
108890911;Camilo;Rodriguez;Cortes;F;U;27/11/2006
102830373;Simey;Huertas;Carranza;M;U;28/11/2007
301290770;Katerina;GarcÃ­a;AragÃ³n;M;C;20/03/2000
207800093;Mauren;Picado;Monestel;F;C;31/08/1966
403210650;Alfonso;Acevedo;Williams;M;C;31/10/1978
106110995;Wenceslao;Ward;DurÃ¡n;F;U;24/01/1996
701920764;Wilgem;Wong;Duarte;F;C;04/12/2002
604200398;Lorena;Almengor;Alfaro;M;C;15/07/1996
209870403;Pericles;Barboza;Bermudez;M;U;07/02/1970
609820988;Elsa;JuÃ¡rez;Barahona;M;D;16/01/2018
501960888;Wilfrido;Talavera;Ojeda;F;C;17/12/1961
303820628;Bryan;Cernas;Perez;M;C;24/01/1999
407170820;Eneida;Zarate;Araya;M;S;28/07/2018
503830716;Jesenia;Con;Brenes;M;C;23/07/1976
105900892;Tania;DÃ­az;Reyes;F;C;12/11/1975
704080538;Jacinto;Rodriguez;Matarrita;F;V;03/10/2018
202410472;Wenceslao;Valencia;OrdoÃ±ez;M;V;02/04/1998
407890313;Indira;Pizarro;Villalobos;F;V;03/10/1985
600530031;Cristobal;RamÃ­rez;Ojeda;M;S;26/09/1997
104850914;Gilberto;Blanco;Mendoza;F;V;15/12/1966
307940707;Paola;AcÃ³n;Castro;M;U;19/11/2013
505910158;Cesar;NuÃ±ez;Castro;F;S;19/10/1968
605780573;Cristina;Elizondo;Sequeira;F;U;06/09/1978
405610312;Adriana;Elizondo;Cortes;M;C;16/04/2011
700400169;Estiven;Molina;Nicolas;M;S;29/08/1983
306190136;Ileana;Domingues;MarÃ­n;F;V;02/08/1985
606850571;Marcos;Domingues;UreÃ±a;M;U;13/10/1986
601910897;Jael;Mendez;Izaguirre;F;U;07/12/1975
502130899;Eneida;Herrera;Conejo;M;D;16/03/1987
507620679;Yonan;Alvarado;Galan;F;D;19/01/1994
605670302;Paola;Bonilla;Alvares;M;S;12/09/1977
106880886;Zaida;Quintana;Almengor;M;V;29/04/2011
303840840;Armando;Izaguirre;Zumbado;M;C;28/09/2000
108140158;Jorge;LÃ³pez;BolaÃ±os;M;U;19/07/1990
700040937;Jorge;Pacheco;Matarrita;M;D;31/02/1975
103220466;Dunia;Echandi;Sibaja;F;U;11/07/1988
308070354;Hector;Wright;BolaÃ±os;F;V;01/10/2012
402970269;Ulises;Monge;Galan;M;C;19/10/1986
208760070;Pedro;Tijerino;Fuentes;F;V;08/09/1965
406060913;Fabiola;AcÃ³n;LÃ­;F;S;23/02/2008
502070409;Wilgem;Warren;Wade;F;V;23/04/1989
503810002;Hugo;Aguirre;Solano;F;V;29/04/2016
503760187;Berta;Mendoza;Madrigal;M;S;29/12/1994
501090881;Kendry;Wade;Escalante;F;V;07/12/2007
409200377;Cesar;Paniagua;Rivera;F;C;14/10/1977
705340597;Keylor;Perez;Gaitan;M;D;30/06/1980
706020331;Lorena;Zarate;CÃ³rdoba;M;S;25/06/1995
103850582;Amanda;Hidalgo;Cordero;F;C;08/11/2010
604720410;Yirlania;Castro;LeitÃ³n;F;S;28/10/1993
603430962;Hellen;GambÃ³a;SaborÃ­o;F;D;24/08/1974
101550947;SebastÃ­an;Castro;Paniagua;F;U;14/10/1962
409700456;Kenneth;Ugalde;LÃ³pez;M;D;13/03/2008
501160451;Rigoberto;Barahona;AragÃ³n;M;D;25/04/2015
703690055;Estiven;Paniagua;Soto;F;D;05/05/2012
